课程名称,时间,地点,教师,其他,列6,列7,列8,列9,列10,列11,列12,列13,列14,列15
,23,2526121094560001,专题设计01班,21094560,专题设计,8,艺术学院,专业核心课,安姚舜,2022视觉传达设计1班,5,0,"1: 1-4,6-16周, 单双周,星期二, 1-4节, 艺术楼411; 2: 1-16周, 单双周,星期五, 7-10节, 艺术楼411; 3: 3周, 单双周,星期日, 1-4节, 艺术楼411;",
,24,2526121094560002,专题设计02班,21094560,专题设计,8,艺术学院,专业核心课,焦振涛,2022视觉传达设计1班,5,0,"1: 1-4,6-16周, 单双周,星期二, 7-10节, 艺术楼413; 2: 1-16周, 单双周,星期五, 7-10节, 艺术楼413; 3: 3周, 单双周,星期日, 7-10节, 艺术楼413;",
,25,2526121094560003,专题设计03班,21094560,专题设计,8,艺术学院,专业核心课,丛志强,2022视觉传达设计1班,5,0,"1: 1-4,6-16周, 单双周,星期二, 7-10节, 艺术楼414; 2: 1-16周, 单双周,星期五, 7-10节, 艺术楼414; 3: 3周, 单双周,星期日, 7-10节, 艺术楼414;",
,26,2526121094560004,专题设计04班,21094560,专题设计,8,艺术学院,专业核心课,吴文越,2022视觉传达设计1班,5,0,"1: 1-4,6-16周, 单双周,星期二, 7-10节, 艺术楼412; 2: 1-16周, 单双周,星期五, 7-10节, 艺术楼412; 3: 3周, 单双周,星期日, 7-10节, 艺术楼412;",
,27,2526121094560005,专题设计05班,21094560,专题设计,8,艺术学院,专业核心课,唐晓刚,2022视觉传达设计1班,5,0,"1: 1-4,6-16周, 单双周,星期二, 7-10节, 艺术楼407; 2: 1-16周, 单双周,星期五, 7-10节, 艺术楼407; 3: 3周, 单双周,星期日, 7-10节, 艺术楼407;",
,28,2526121094844001,元史研究01班,21094844,元史研究,2,历史学院,个性化选修,求芝蓉,"2022“政治学-历史学”双学士学位人才培养项目1班,2024“政治学-历史学”双学士学位复合型人才培养项目1班,2023“政治学-历史学”双学士学位人才培养项目1班,历史学院|*|*|可选",15,15,"1: 11周, 单双周,星期二, 7-8节, 教二2205; 2: 1-4,6-10,12-16周, 单双周,星期二, 7-8节, 教二2205; 3: 3周, 单双周,星期日, 7-8节, 教二2205;",
,29,2526121095068002,中国近代史研讨01班,21095068,中国近代史研讨,1,文学院,中国概况,张振,商学院2023级中意美三学位班,40,0,"1: 1-4,6-8周, 单双周,星期三, 3-4节, 立德411; 2: 5周, 单双周,星期六, 3-4节, 立德411;",
,30,2526121095069002,中国传统文化研讨01班,21095069,中国传统文化研讨,1,文学院,中国概况,张振,商学院2023级中意美三学位班,40,0,"1: 9-16周, 单双周,星期三, 3-4节, 立德411;",
,31,2526121097649001,深度学习应用01班,21097649,深度学习应用,3,信息学院,个性化选修,匡丽妮,"2023信息管理与信息系统拔尖人才实验班1班,2023金融学-数据科学与大数据技术（工学）实验班1班,2023级理科试验班（计算机类）[1-2]班,2023图灵实验班（信息学拔尖人才实验班......",50,5,"1: 1-16周, 单双周,星期四, 7-9节, 教三3307;",
,32,2526121097651001,操作系统内核分析与实践01班,21097651,操作系统内核分析与实践,2,信息学院,个性化选修,"游伟,黄建军","2023级理科试验班（计算机类）[1-2]班,2023图灵实验班（信息学拔尖人才实验班）1班",50,5,"1: 1-16周, 单双周,星期五, 9-10节, 教三3505; 2: 1-16周, 单双周,星期五, 11-12节, 理工配楼二层;",
,33,2526121097654001,计量分析商业应用01班,21097654,计量分析商业应用,2,信息学院,个性化选修,周季蕾,"2023信息管理与信息系统拔尖人才实验班1班,2023级理科试验班（计算机类）[1-2]班",50,5,"1: 1-16周, 单双周,星期五, 9-10节, 教三3205;",
,34,2526121098846001,《资本论》及其手稿研读01班,21098846,《资本论》及其手稿研读,2,哲学院,专业核心课,刘志洪,"2023哲学专业强基计划1班,2023哲学1班",40,10,"1: 1-4,6-16周, 单双周,星期三, 1-2节, 求是0223; 2: 5周, 单双周,星期六, 1-2节, 求是0223;",
,35,2526121098848001,《四书五经选读》（原典）01班,21098848,《四书五经选读》（原典）,2,哲学院,专业核心课,彭永捷,"2023哲学专业强基计划1班,2023哲学1班",40,0,"1: 1-16周, 单双周,星期四, 3-4节, 教二2117;",
,36,2526121099550001,寿险精算选讲02班,21099550,寿险精算选讲,2,统计学院,个性化选修,周明,"2022应用统计学[1-2]班,2023应用统计学[1-2]班",60,10,"1: 1-16周, 单双周,星期四, 3-4节, 明法0102;",
,37,2526121102546001,美国霸权与中拉合作01班,21102546,美国霸权与中拉合作,2,国际关系学院,个性化选修,许嫣然,"2023“政治学-历史学”双学士学位人才培养项目1班,2023“政治学-历史学”双学士学位复合型人才培养项目1班,2023国际政治（留学生）班,2023国际政治班,2023外交学班,202......",20,1,"1: 1-16周, 单双周,星期一, 3-4节, 明商0104;",
,38,2526121103046002,土地生态经济学01班,21103046,土地生态经济学,2,公共管理学院,个性化选修,郭珊,"2023统计-公共管理实验班1班,2024“统计-公共管理”双学士学位复合型人才培养项目1班,2022土地资源管理1班,2024土地资源管理1班,2023土地资源管理1班,2023统计-公......",40,10,"1: 1-16周, 单双周,星期一, 13-14节, 教三3408;",
,39,2526121103244001,大学文科数学01班,21103244,大学文科数学,3,数学学院,公共数学,张春华,"2025涉外法治人才协同培养创新基地班1班,2025全球治理与国际事务实验班1班,2025法学-劳动关系（全球劳动治理）实验班 1班,2025涉外法治双学士学位复合型人才培养项目1班,20......",150,0,"1: 1-16周, 单双周,星期一, 7-9节, 教一1102;",
,40,2526121103244005,大学文科数学04班,21103244,大学文科数学,3,数学学院,公共数学,魏二玲,"2025国际新闻全英文实验班1班,2025新闻传播学类[1-2]班（留学生）,2025英语[1-2]班,2025新闻传播学类[1-2]班,2025创意传播实验班,2025涉外法治双学士学位......",125,0,"1: 1-16周, 单双周,星期四, 7-9节, 教三3201;",
,41,2526121103244002,大学文科数学02班,21103244,大学文科数学,3,数学学院,公共数学,魏二玲,"2025涉外法治人才协同培养创新基地班1班,2025全球治理与国际事务实验班1班,2025法学-劳动关系（全球劳动治理）实验班 1班,2025涉外法治双学士学位复合型人才培养项目1班,20......",150,0,"1: 1-16周, 单双周,星期一, 7-9节, 教三3201;",
,42,2526121103244003,大学文科数学03班,21103244,大学文科数学,3,数学学院,公共数学,张春华,"2025国际新闻全英文实验班1班,2025新闻传播学类[1-2]班（留学生）,2025英语[1-2]班,2025新闻传播学类[1-2]班,2025创意传播实验班,2025涉外法治双学士学位......",125,0,"1: 1-16周, 单双周,星期四, 7-9节, 教一1102;",
,43,2526121103345001,上古汉语基础01班,21103345,上古汉语基础,2,文学院,专业核心课,曹亚北,2024汉语言文学（古文字学方向）强基班1班,18,0,"1: 1-4,6-16周, 单双周,星期二, 11-12节, 教二2110; 2: 3周, 单双周,星期日, 11-12节, 教二2110;",
,44,2526121103644001,口述史的理论与实践01班,21103644,口述史的理论与实践,2,历史学院,部类基础,杨祥银,2025人文科学试验班[1-2]班,40,10,"1: 1-16周, 单双周,星期四, 3-4节, 立德511;",
,45,2526121103648001,数字经济技术概论01班,21103648,数字经济技术概论,2,应用经济学院,个性化选修,潘伟,"2024国民经济管理1班,2024经济学类2班,2023级应用经济学院经济学类2班,2023国民经济管理1班,2023应用经济-农村区域发展管理双学士学位复合型人才培养项目1班,2023应......",40,10,"1: 1-4,6-16周, 单双周,星期三, 3-4节, 明商0104; 2: 5周, 单双周,星期六, 3-4节, 明商0104;",
,46,2526121103944001,人工智能与物理学01班,21103944,人工智能与物理学,2,物理学院,个性化选修,高泽峰,"2023物理学本科班,2024严济慈物理学拔尖人才班,2024物理学拔尖班（含严济慈物理学英才班）",60,2,"1: 1-4,6-16周, 单双周,星期三, 11-12节, 教三3410; 2: 5周, 单双周,星期六, 11-12节, 教三3410;",
,47,2526121103946001,中共党史党建学概论01班,21103946,中共党史党建学概论,2,中共党史党建学院,部类基础,杨凤城,2025中国共产党历史班,48,5,"1: 1-4,6-16周, 单双周,星期二, 7-8节, 教三3306; 2: 3周, 单双周,星期日, 7-8节, 教三3306;",
,48,2526121104547001,心理咨询实务与督导01班,21104547,心理咨询实务与督导,2,学生处,公共选修课,周莉,*|*|*|可选,35,0,"1: 1-2,4,6-16周, 单双周,星期三, 5-6节, 立德309; 2: 3周, 单双周,星期三, 5-6节, 立德309; 3: 5周, 单双周,星期六, 5-6节, 立德309;",
,49,2526121104846001,Python与数字人文01班,21104846,Python与数字人文,2,信息资源管理学院,个性化选修,严承希,信息资源管理学院|*|*|可选,10,13,"1: 1-10,12-16周, 单双周,星期一, 11-12节, 教二2113; 2: 11周, 单双周,星期一, 11-12节, 教二2113; 3: 11周, 单双周,星期六, 3-4节, 教二2113;",
,50,2526121104945001,人文信息检索01班,21104945,人文信息检索,2,信息资源管理学院,个性化选修,严承希,信息资源管理学院|*|*|可选,10,10,"1: 1-10,12-16周, 单双周,星期一, 3-4节, 教二2205; 2: 11周, 单双周,星期一, 3-4节, 教二2205; 3: 11周, 单双周,星期六, 7-8节, 教二2205;",
,1,2526121105244001,数字经济原理01班,21105244,数字经济原理,3,应用经济学院,专业核心课,"张钟文,栗雅欣,黄阳华",2024经济学类2班,20,3,"1: 1周, 单双周,星期五, 11-13节, 明商0206; 2: 2-16周, 单双周,星期五, 11-13节, 明商0206;",
,2,2526121105244002,数字经济原理01班,21105244,数字经济原理,3,经济学院,专业核心课,蒋雅婷,"2024经济学类[1-4]班,2023经济学类[1-4]班",105,10,"1: 1周, 单双周,星期一, 11-13节, 教二2101; 2: 2-3,5-16周, 单双周,星期一, 11-13节, 明法0101; 3: 4周, 单双周,星期一, 11-13节, 明法0101;",
,3,2526121106744001,健康经济与政策分析方法01班,21106744,健康经济与政策分析方法,2,公共管理学院,公共选修课,"周钦,周钦,周钦","*|2024|*|可选,*|2023|*|可选",30,5,"1: 1-4,6,9-16周, 单双周,星期三, 5-6节, 教二2205; 2: 5周, 单双周,星期六, 5-6节, 教二2205; 3: 7周, 单双周,星期三, 5-6节, 教二2205; 4: 8周, 单双周,星期三, 5-6节, 教二2205; 5: 8周, 单双周,星期五, 5-6节, 教二2205;",
,4,2526121107146001,网球提高1（运动技能类）,21107146,网球提高,0,体育部,公共体育（提高课）,曹宇,"*|2022|*|可选,*|2023|*|可选",27,0,"1: 1-16周, 单双周,星期一, 5-6节, 卡帝乐网球场;",
,5,2526121107146002,网球提高2（运动技能类）,21107146,网球提高,0,体育部,公共体育（提高课）,曹宇,"*|2022|*|可选,*|2023|*|可选",27,0,"1: 1-4,6-16周, 单双周,星期三, 5-6节, 卡帝乐网球场; 2: 5周, 单双周,星期六, 5-6节, 卡帝乐网球场;",
,6,2526121107147001,社会交际舞蹈提高1（运动技能类）,21107147,社会交际舞蹈提高,0,体育部,公共体育（提高课）,王勇,"*|2022|*|可选,*|2023|*|可选",27,0,"1: 1-16周, 单双周,星期一, 11-12节, 世纪馆南203;",
,7,2526121107147002,社会交际舞蹈提高2,21107147,社会交际舞蹈提高,0,体育部,公共体育（提高课）,王勇,"*|2022|*|可选,*|2023|*|可选",26,0,"1: 1-4,6-16周, 单双周,星期二, 11-12节, 世纪馆南203; 2: 3周, 单双周,星期日, 11-12节, 世纪馆南203;",
,8,2526121107150001,养生提高1（运动保健类）,21107150,养生提高,0,体育部,公共体育（提高课）,李秀娟,"*|2022|*|可选,*|2023|*|可选",31,0,"1: 1-16周, 单双周,星期四, 5-6节, 世纪馆B216;",
,9,2526121107150002,养生提高2（运动保健类）,21107150,养生提高,0,体育部,公共体育（提高课）,汪毅,"*|2022|*|可选,*|2023|*|可选",30,0,"1: 1-4,6-16周, 单双周,星期二, 9-10节, 世纪馆南203; 2: 3周, 单双周,星期日, 9-10节, 世纪馆南203;",
,10,2526121107150003,养生提高3（运动保健类）,21107150,养生提高,0,体育部,公共体育（提高课）,李秀娟,"*|2022|*|可选,*|2023|*|可选",31,0,"1: 1-16周, 单双周,星期五, 5-6节, 世纪馆B216;",
,11,2526121107151001,羽毛球提高1（运动技能类）,21107151,羽毛球提高,0,体育部,公共体育（提高课）,张磊,"*|2022|*|可选,*|2023|*|可选",28,0,"1: 1-4,6-16周, 单双周,星期二, 9-10节, 世纪馆主馆; 2: 3周, 单双周,星期日, 9-10节, 世纪馆主馆;",
,12,2526121107151002,羽毛球提高2（运动技能类）,21107151,羽毛球提高,0,体育部,公共体育（提高课）,张磊,"*|2022|*|可选,*|2023|*|可选",29,0,"1: 1-16周, 单双周,星期六, 13-14节, 世纪馆主馆;",
,13,2526121107151003,羽毛球提高3（运动技能类）,21107151,羽毛球提高,0,体育部,公共体育（提高课）,高富贵,"*|2022|*|可选,*|2023|*|可选",28,0,"1: 1-16周, 单双周,星期四, 13-14节, 世纪馆主馆;",
,14,2526121107151004,羽毛球提高4（运动技能类）,21107151,羽毛球提高,0,体育部,公共体育（提高课）,高富贵,"*|2022|*|可选,*|2023|*|可选",32,0,"1: 1-4,6-16周, 单双周,星期三, 13-14节, 世纪馆主馆; 2: 5周, 单双周,星期六, 13-14节, 世纪馆主馆;",
,15,2526121107246001,排球提高1（运动技能类）,21107246,排球提高,0,体育部,公共体育（提高课）,马江涛,"*|2022|*|可选,*|2023|*|可选",32,0,"1: 1-4,6-16周, 单双周,星期二, 5-6节, 世纪馆B206; 2: 3周, 单双周,星期日, 5-6节, 世纪馆B206;",
,16,2526121107246002,排球提高2（运动技能类）,21107246,排球提高,0,体育部,公共体育（提高课）,马江涛,"*|2022|*|可选,*|2023|*|可选",30,0,"1: 1-16周, 单双周,星期四, 5-6节, 拳道馆篮球厅;",
,17,2526121107248001,高尔夫提高1（运动技能类）,21107248,高尔夫提高,0,体育部,公共体育（提高课）,竺大力,"*|2022|*|可选,*|2023|*|可选",18,0,"1: 1-4,6-16周, 单双周,星期三, 9-10节, 小学操场小操场; 2: 5周, 单双周,星期六, 9-10节, 小学操场小操场;",
,18,2526121107249001,瑜伽提高1（运动技能类）,21107249,瑜伽提高,0,体育部,公共体育（提高课）,秦霞,"*|2022|*|可选,*|2023|*|可选",30,0,"1: 1-16周, 单双周,星期四, 9-10节, 世纪馆南203;",
,19,2526121107251001,乒乓球提高1（运动技能类）,21107251,乒乓球提高,0,体育部,公共体育（提高课）,侯力,"*|2022|*|可选,*|2023|*|可选",27,0,"1: 1-4,6-16周, 单双周,星期二, 5-6节, 世纪馆北201; 2: 3周, 单双周,星期日, 5-6节, 世纪馆北201;",
,20,2526121107251002,乒乓球提高2（运动技能类）,21107251,乒乓球提高,0,体育部,公共体育（提高课）,侯力,"*|2022|*|可选,*|2023|*|可选",24,0,"1: 1-4,6-16周, 单双周,星期三, 5-6节, 世纪馆北201; 2: 5周, 单双周,星期六, 5-6节, 世纪馆北201;",
,21,2526121107251003,乒乓球提高3（运动技能类）,21107251,乒乓球提高,0,体育部,公共体育（提高课）,侯力,"*|2022|*|可选,*|2023|*|可选",25,0,"1: 1-16周, 单双周,星期五, 5-6节, 世纪馆北201;",
,22,2526121107445001,跆拳道提高1（运动技能类）,21107445,跆拳道提高,0,体育部,公共体育（提高课）,李京律,"*|2022|*|可选,*|2023|*|可选",65,0,"1: 1-4,6-16周, 单双周,星期三, 13-14节, 拳道馆篮球厅; 2: 5周, 单双周,星期六, 13-14节, 拳道馆篮球厅;",
,23,2526121107445002,跆拳道提高2（运动技能类）,21107445,跆拳道提高,0,体育部,公共体育（提高课）,李京律,"*|2022|*|可选,*|2023|*|可选",66,0,"1: 1-16周, 单双周,星期五, 13-14节, 拳道馆篮球厅;",
,24,2526121107445003,跆拳道提高3（运动技能类）,21107445,跆拳道提高,0,体育部,公共体育（提高课）,李京律,"*|2022|*|可选,*|2023|*|可选",65,0,"1: 1-16周, 单双周,星期日, 13-14节, 拳道馆篮球厅;",
,25,2526121107446001,篮球（男生）提高1（运动技能类）,21107446,篮球（男生）提高,0,体育部,公共体育（提高课）,杨宏峰,"*|2022|*|可选,*|2023|*|可选",32,0,"1: 1-16周, 单双周,星期一, 5-6节, 世纪馆B208;",
